record_type,id,name,start_date,end_date,duration,status,project_id,is_critical,dependency_type,resource_type,role,skill_level,quantity,task_id,resource_id
TASK,441,Implement admin panel #441,,,21,on_hold,32,,,,,,,,
TASK,442,Refactor payment flow #442,,,14,pending,32,,,,,,,,
MILESTONE,443,Milestone_443,,,3,in_progress,32,True,,,,,,,
TASK,444,Document search index #444,,,25,in_progress,32,,,,,,,,
TASK,445,Implement search index #445,,,4,completed,32,,,,,,,,
TASK,446,Design REST API #446,,,27,in_progress,32,,,,,,,,
TASK,447,Refactor search index #447,,,26,in_progress,32,,,,,,,,
TASK,448,Refactor search index #448,,,4,on_hold,32,,,,,,,,
TASK,449,Integrate notification service #449,,,3,completed,33,,,,,,,,
MILESTONE,450,Milestone_450,,,1,pending,33,False,,,,,,,
TASK,451,Analyse payment flow #451,,,6,in_progress,33,,,,,,,,
TASK,452,Migrate authentication module #452,,,11,on_hold,33,,,,,,,,
TASK,453,Review payment flow #453,,,13,in_progress,33,,,,,,,,
DEPENDENCY,454,Dependency_454,,,7,on_hold,33,,finish_to_start,,,,,,
TASK,455,Audit CI/CD pipeline #455,,,15,on_hold,33,,,,,,,,
TASK,456,Optimise CI/CD pipeline #456,,,7,completed,33,,,,,,,,
TASK,457,Validate payment flow #457,,,3,pending,33,,,,,,,,
TASK,458,Migrate authentication module #458,,,12,completed,33,,,,,,,,
DEPENDENCY,459,Dependency_459,,,2,completed,33,,start_to_finish,,,,,,
TASK,460,Analyse notification service #460,,,20,on_hold,33,,,,,,,,
TASK,461,Configure REST API #461,,,12,completed,33,,,,,,,,
TASK,462,Configure authentication module #462,,,27,completed,33,,,,,,,,
TASK,463,Configure REST API #463,,,22,in_progress,34,,,,,,,,
TASK,464,Review frontend layout #464,,,4,in_progress,34,,,,,,,,
TASK,465,Test reporting module #465,,,13,on_hold,34,,,,,,,,
TASK,466,Configure cache layer #466,,,14,in_progress,34,,,,,,,,
TASK,467,Migrate user profile #467,,,30,in_progress,34,,,,,,,,
TASK,468,Integrate frontend layout #468,,,5,in_progress,34,,,,,,,,
TASK,469,Integrate admin panel #469,,,2,completed,34,,,,,,,,
TASK,470,Integrate authentication module #470,,,7,on_hold,34,,,,,,,,
TASK,471,Migrate data export #471,,,16,on_hold,34,,,,,,,,
TASK,472,Document user profile #472,,,27,on_hold,34,,,,,,,,
TASK,473,Design admin panel #473,,,1,in_progress,34,,,,,,,,
TASK,474,Deploy CI/CD pipeline #474,,,18,completed,34,,,,,,,,
DEPENDENCY,475,Dependency_475,,,8,on_hold,34,,finish_to_start,,,,,,
TASK,476,Deploy payment flow #476,,,18,completed,34,,,,,,,,
TASK,477,Validate DB schema #477,,,25,on_hold,35,,,,,,,,
TASK,478,Document REST API #478,,,24,in_progress,35,,,,,,,,
TASK,479,Implement search index #479,,,9,completed,35,,,,,,,,
TASK,480,Design search index #480,,,28,pending,35,,,,,,,,
TASK,481,Review CI/CD pipeline #481,,,26,completed,35,,,,,,,,
TASK,482,Configure data export #482,,,14,in_progress,35,,,,,,,,
TASK,483,Validate CI/CD pipeline #483,,,27,in_progress,35,,,,,,,,
TASK,484,Configure notification service #484,,,18,completed,35,,,,,,,,
TASK,485,Test notification service #485,,,23,completed,35,,,,,,,,
TASK,486,Deploy email service #486,,,17,pending,35,,,,,,,,
DEPENDENCY,487,Dependency_487,,,7,pending,35,,finish_to_finish,,,,,,
TASK,488,Test user profile #488,,,28,in_progress,35,,,,,,,,
TASK,489,Optimise notification service #489,,,27,in_progress,35,,,,,,,,
TASK,490,Analyse cache layer #490,,,16,in_progress,35,,,,,,,,
TASK,491,Deploy data export #491,,,14,on_hold,36,,,,,,,,
TASK,492,Analyse payment flow #492,,,29,pending,36,,,,,,,,
TASK,493,Optimise frontend layout #493,,,23,completed,36,,,,,,,,
TASK,494,Integrate notification service #494,,,19,pending,36,,,,,,,,
TASK,495,Monitor user profile #495,,,3,on_hold,36,,,,,,,,
TASK,496,Optimise notification service #496,,,28,pending,36,,,,,,,,
TASK,497,Document CI/CD pipeline #497,,,14,in_progress,36,,,,,,,,
TASK,498,Refactor email service #498,,,10,completed,36,,,,,,,,
TASK,499,Test admin panel #499,,,28,on_hold,36,,,,,,,,
TASK,500,Audit data export #500,,,25,pending,36,,,,,,,,
MILESTONE,501,Milestone_501,,,4,pending,36,True,,,,,,,
TASK,502,Test search index #502,,,15,pending,36,,,,,,,,
TASK,503,Document CI/CD pipeline #503,,,23,in_progress,36,,,,,,,,
TASK,504,Deploy authentication module #504,,,28,completed,36,,,,,,,,
MILESTONE,505,Milestone_505,,,3,completed,37,True,,,,,,,
TASK,506,Audit data export #506,,,6,pending,37,,,,,,,,
TASK,507,Deploy user profile #507,,,23,in_progress,37,,,,,,,,
TASK,508,Design user profile #508,,,4,pending,37,,,,,,,,
DEPENDENCY,509,Dependency_509,,,2,in_progress,37,,start_to_start,,,,,,
TASK,510,Integrate DB schema #510,,,1,completed,37,,,,,,,,
TASK,511,Monitor cache layer #511,,,23,in_progress,37,,,,,,,,
TASK,512,Review cache layer #512,,,3,pending,37,,,,,,,,
MILESTONE,513,Milestone_513,,,3,completed,37,True,,,,,,,
TASK,514,Monitor payment flow #514,,,28,in_progress,37,,,,,,,,
TASK,515,Analyse authentication module #515,,,3,pending,37,,,,,,,,
TASK,516,Test search index #516,,,12,in_progress,37,,,,,,,,
TASK,517,Test logging system #517,,,14,on_hold,37,,,,,,,,
TASK,518,Design logging system #518,,,4,in_progress,37,,,,,,,,
TASK,519,Configure user profile #519,,,13,completed,38,,,,,,,,
TASK,520,Refactor payment flow #520,,,5,in_progress,38,,,,,,,,
TASK,521,Design CI/CD pipeline #521,,,18,completed,38,,,,,,,,
TASK,522,Optimise DB schema #522,,,28,completed,38,,,,,,,,
DEPENDENCY,523,Dependency_523,,,10,in_progress,38,,start_to_finish,,,,,,
TASK,524,Implement payment flow #524,,,29,in_progress,38,,,,,,,,
TASK,525,Design CI/CD pipeline #525,,,16,pending,38,,,,,,,,
TASK,526,Implement notification service #526,,,30,completed,38,,,,,,,,
DEPENDENCY,527,Dependency_527,,,10,on_hold,38,,finish_to_finish,,,,,,
TASK,528,Test payment flow #528,,,16,pending,38,,,,,,,,
MILESTONE,529,Milestone_529,,,1,pending,38,False,,,,,,,
DEPENDENCY,530,Dependency_530,,,1,on_hold,38,,finish_to_finish,,,,,,
TASK,531,Migrate payment flow #531,,,14,on_hold,38,,,,,,,,
TASK,532,Design data export #532,,,18,in_progress,38,,,,,,,,
TASK,533,Deploy REST API #533,,,17,in_progress,39,,,,,,,,
TASK,534,Test reporting module #534,,,11,on_hold,39,,,,,,,,
TASK,535,Validate email service #535,,,21,pending,39,,,,,,,,
TASK,536,Document user profile #536,,,28,in_progress,39,,,,,,,,
MILESTONE,537,Milestone_537,,,1,on_hold,39,True,,,,,,,
TASK,538,Configure DB schema #538,,,10,in_progress,39,,,,,,,,
MILESTONE,539,Milestone_539,,,2,pending,39,True,,,,,,,
TASK,540,Refactor reporting module #540,,,17,completed,39,,,,,,,,
DEPENDENCY,541,Dependency_541,,,3,completed,39,,finish_to_start,,,,,,
TASK,542,Implement notification service #542,,,26,on_hold,39,,,,,,,,
TASK,543,Design frontend layout #543,,,23,pending,39,,,,,,,,
TASK,544,Migrate notification service #544,,,2,on_hold,39,,,,,,,,
TASK,545,Test notification service #545,,,6,completed,39,,,,,,,,
TASK,546,Audit admin panel #546,,,22,pending,39,,,,,,,,
TASK,547,Migrate DB schema #547,,,2,pending,40,,,,,,,,
TASK,548,Integrate notification service #548,,,13,in_progress,40,,,,,,,,
DEPENDENCY,549,Dependency_549,,,1,on_hold,40,,start_to_start,,,,,,
TASK,550,Document logging system #550,,,24,completed,40,,,,,,,,
TASK,551,Design admin panel #551,,,12,pending,40,,,,,,,,
TASK,552,Audit DB schema #552,,,6,in_progress,40,,,,,,,,
TASK,553,Implement cache layer #553,,,3,on_hold,40,,,,,,,,
TASK,554,Validate email service #554,,,10,completed,40,,,,,,,,
MILESTONE,555,Milestone_555,,,4,pending,40,False,,,,,,,
DEPENDENCY,556,Dependency_556,,,10,completed,40,,start_to_start,,,,,,
TASK,557,Configure search index #557,,,25,in_progress,40,,,,,,,,
TASK,558,Migrate payment flow #558,,,26,in_progress,40,,,,,,,,
DEPENDENCY,559,Dependency_559,,,7,pending,40,,start_to_start,,,,,,
TASK,560,Analyse email service #560,,,23,pending,40,,,,,,,,
TASK,561,Implement payment flow #561,,,22,on_hold,41,,,,,,,,
TASK,562,Optimise frontend layout #562,,,4,in_progress,41,,,,,,,,
TASK,563,Review cache layer #563,,,16,pending,41,,,,,,,,
TASK,564,Test user profile #564,,,9,pending,41,,,,,,,,
MILESTONE,565,Milestone_565,,,2,on_hold,41,False,,,,,,,
TASK,566,Optimise REST API #566,,,19,pending,41,,,,,,,,
TASK,567,Analyse email service #567,,,13,pending,41,,,,,,,,
TASK,568,Implement cache layer #568,,,22,in_progress,41,,,,,,,,
TASK,569,Deploy email service #569,,,11,on_hold,41,,,,,,,,
TASK,570,Optimise notification service #570,,,11,on_hold,41,,,,,,,,
TASK,571,Design CI/CD pipeline #571,,,5,pending,41,,,,,,,,
DEPENDENCY,572,Dependency_572,,,3,on_hold,41,,start_to_finish,,,,,,
TASK,573,Design reporting module #573,,,12,in_progress,41,,,,,,,,
TASK,574,Integrate frontend layout #574,,,28,pending,41,,,,,,,,
MILESTONE,575,Milestone_575,,,3,pending,42,True,,,,,,,
TASK,576,Refactor authentication module #576,,,3,in_progress,42,,,,,,,,
TASK,577,Document reporting module #577,,,2,completed,42,,,,,,,,
TASK,578,Test DB schema #578,,,13,on_hold,42,,,,,,,,
TASK,579,Migrate CI/CD pipeline #579,,,4,on_hold,42,,,,,,,,
MILESTONE,580,Milestone_580,,,2,pending,42,True,,,,,,,
MILESTONE,581,Milestone_581,,,2,in_progress,42,True,,,,,,,
TASK,582,Refactor data export #582,,,21,pending,42,,,,,,,,
TASK,583,Deploy logging system #583,,,27,pending,42,,,,,,,,
MILESTONE,584,Milestone_584,,,1,in_progress,42,False,,,,,,,
TASK,585,Design logging system #585,,,28,completed,42,,,,,,,,
DEPENDENCY,586,Dependency_586,,,8,pending,42,,start_to_start,,,,,,
TASK,587,Document email service #587,,,24,on_hold,42,,,,,,,,
TASK,588,Document data export #588,,,14,in_progress,42,,,,,,,,
TASK,589,Audit authentication module #589,,,9,completed,43,,,,,,,,
TASK,590,Test DB schema #590,,,20,in_progress,43,,,,,,,,
TASK,591,Integrate cache layer #591,,,29,on_hold,43,,,,,,,,
MILESTONE,592,Milestone_592,,,3,on_hold,43,True,,,,,,,
TASK,593,Analyse logging system #593,,,26,in_progress,43,,,,,,,,
TASK,594,Validate reporting module #594,,,26,pending,43,,,,,,,,
TASK,595,Validate user profile #595,,,12,on_hold,43,,,,,,,,
TASK,596,Integrate notification service #596,,,30,completed,43,,,,,,,,
TASK,597,Test DB schema #597,,,11,in_progress,43,,,,,,,,
MILESTONE,598,Milestone_598,,,3,pending,43,False,,,,,,,
TASK,599,Validate admin panel #599,,,8,in_progress,43,,,,,,,,
MILESTONE,600,Milestone_600,,,2,completed,43,True,,,,,,,
TASK,601,Review admin panel #601,,,28,on_hold,43,,,,,,,,
TASK,602,Monitor email service #602,,,6,in_progress,43,,,,,,,,
TASK,603,Refactor payment flow #603,,,24,completed,44,,,,,,,,
TASK,604,Implement user profile #604,,,23,completed,44,,,,,,,,
TASK,605,Configure authentication module #605,,,19,in_progress,44,,,,,,,,
TASK,606,Validate logging system #606,,,16,completed,44,,,,,,,,
DEPENDENCY,607,Dependency_607,,,1,pending,44,,finish_to_start,,,,,,
TASK,608,Review DB schema #608,,,17,on_hold,44,,,,,,,,
MILESTONE,609,Milestone_609,,,5,in_progress,44,True,,,,,,,
TASK,610,Test logging system #610,,,26,completed,44,,,,,,,,
MILESTONE,611,Milestone_611,,,2,in_progress,44,True,,,,,,,
TASK,612,Monitor notification service #612,,,3,completed,44,,,,,,,,
TASK,613,Analyse cache layer #613,,,19,pending,44,,,,,,,,
TASK,614,Refactor authentication module #614,,,6,on_hold,44,,,,,,,,
TASK,615,Integrate data export #615,,,11,in_progress,44,,,,,,,,
TASK,616,Migrate user profile #616,,,29,completed,44,,,,,,,,
TASK,617,Configure email service #617,,,6,on_hold,45,,,,,,,,
TASK,618,Optimise frontend layout #618,,,5,in_progress,45,,,,,,,,
TASK,619,Optimise admin panel #619,,,13,pending,45,,,,,,,,
DEPENDENCY,620,Dependency_620,,,6,in_progress,45,,finish_to_start,,,,,,
TASK,621,Test notification service #621,,,24,pending,45,,,,,,,,
TASK,622,Refactor authentication module #622,,,21,pending,45,,,,,,,,
TASK,623,Analyse data export #623,,,24,completed,45,,,,,,,,
TASK,624,Deploy CI/CD pipeline #624,,,8,pending,45,,,,,,,,
TASK,625,Validate REST API #625,,,24,pending,45,,,,,,,,
MILESTONE,626,Milestone_626,,,4,on_hold,45,True,,,,,,,
TASK,627,Integrate logging system #627,,,13,completed,45,,,,,,,,
TASK,628,Design email service #628,,,16,in_progress,45,,,,,,,,
DEPENDENCY,629,Dependency_629,,,2,pending,45,,finish_to_finish,,,,,,
MILESTONE,630,Milestone_630,,,3,pending,45,True,,,,,,,
TASK,631,Audit cache layer #631,,,6,pending,46,,,,,,,,
TASK,632,Audit REST API #632,,,11,on_hold,46,,,,,,,,
TASK,633,Document data export #633,,,6,on_hold,46,,,,,,,,
DEPENDENCY,634,Dependency_634,,,2,completed,46,,start_to_start,,,,,,
TASK,635,Document user profile #635,,,18,completed,46,,,,,,,,
TASK,636,Deploy CI/CD pipeline #636,,,4,pending,46,,,,,,,,
TASK,637,Migrate email service #637,,,16,in_progress,46,,,,,,,,
MILESTONE,638,Milestone_638,,,1,on_hold,46,True,,,,,,,
TASK,639,Analyse data export #639,,,20,on_hold,46,,,,,,,,
DEPENDENCY,640,Dependency_640,,,1,in_progress,46,,start_to_start,,,,,,
TASK,641,Design search index #641,,,28,pending,46,,,,,,,,
TASK,642,Document search index #642,,,16,completed,46,,,,,,,,
MILESTONE,643,Milestone_643,,,5,on_hold,46,True,,,,,,,
TASK,644,Document notification service #644,,,6,on_hold,46,,,,,,,,
MILESTONE,645,Milestone_645,,,4,on_hold,47,False,,,,,,,
TASK,646,Deploy admin panel #646,,,2,in_progress,47,,,,,,,,
TASK,647,Analyse REST API #647,,,3,completed,47,,,,,,,,
TASK,648,Document payment flow #648,,,19,in_progress,47,,,,,,,,
TASK,649,Monitor cache layer #649,,,27,on_hold,47,,,,,,,,
TASK,650,Analyse email service #650,,,30,on_hold,47,,,,,,,,
TASK,651,Review search index #651,,,10,pending,47,,,,,,,,
TASK,652,Monitor user profile #652,,,2,in_progress,47,,,,,,,,
DEPENDENCY,653,Dependency_653,,,8,in_progress,47,,start_to_start,,,,,,
TASK,654,Validate CI/CD pipeline #654,,,5,pending,47,,,,,,,,
TASK,655,Analyse cache layer #655,,,7,in_progress,47,,,,,,,,
TASK,656,Deploy notification service #656,,,30,pending,47,,,,,,,,
MILESTONE,657,Milestone_657,,,5,on_hold,47,False,,,,,,,
TASK,658,Migrate search index #658,,,30,pending,47,,,,,,,,
TASK,659,Configure admin panel #659,,,17,on_hold,48,,,,,,,,
MILESTONE,660,Milestone_660,,,2,in_progress,48,True,,,,,,,
TASK,661,Configure payment flow #661,,,4,completed,48,,,,,,,,
TASK,662,Audit notification service #662,,,29,on_hold,48,,,,,,,,
TASK,663,Analyse search index #663,,,19,on_hold,48,,,,,,,,
MILESTONE,664,Milestone_664,,,3,on_hold,48,True,,,,,,,
TASK,665,Analyse user profile #665,,,13,pending,48,,,,,,,,
TASK,666,Audit notification service #666,,,23,in_progress,48,,,,,,,,
MILESTONE,667,Milestone_667,,,4,completed,48,False,,,,,,,
MILESTONE,668,Milestone_668,,,3,completed,48,False,,,,,,,
TASK,669,Monitor user profile #669,,,22,pending,48,,,,,,,,
TASK,670,Review authentication module #670,,,10,on_hold,48,,,,,,,,
TASK,671,Refactor frontend layout #671,,,24,on_hold,48,,,,,,,,
TASK,672,Design CI/CD pipeline #672,,,15,in_progress,48,,,,,,,,
TASK,673,Document user profile #673,,,16,completed,49,,,,,,,,
TASK,674,Migrate payment flow #674,,,6,pending,49,,,,,,,,
TASK,675,Migrate cache layer #675,,,5,pending,49,,,,,,,,
DEPENDENCY,676,Dependency_676,,,4,pending,49,,start_to_start,,,,,,
MILESTONE,677,Milestone_677,,,1,completed,49,True,,,,,,,
TASK,678,Monitor search index #678,,,17,on_hold,49,,,,,,,,
TASK,679,Design data export #679,,,1,in_progress,49,,,,,,,,
TASK,680,Configure search index #680,,,6,on_hold,49,,,,,,,,
TASK,681,Refactor notification service #681,,,6,completed,49,,,,,,,,
TASK,682,Optimise REST API #682,,,10,pending,49,,,,,,,,
TASK,683,Test email service #683,,,19,in_progress,49,,,,,,,,
TASK,684,Analyse CI/CD pipeline #684,,,22,in_progress,49,,,,,,,,
TASK,685,Document reporting module #685,,,1,pending,49,,,,,,,,
TASK,686,Test data export #686,,,6,pending,49,,,,,,,,
TASK,687,Configure payment flow #687,,,10,completed,50,,,,,,,,
TASK,688,Document email service #688,,,12,on_hold,50,,,,,,,,
TASK,689,Integrate frontend layout #689,,,22,on_hold,50,,,,,,,,
TASK,690,Implement reporting module #690,,,22,completed,50,,,,,,,,
TASK,691,Configure admin panel #691,,,10,completed,50,,,,,,,,
TASK,692,Integrate REST API #692,,,11,completed,50,,,,,,,,
TASK,693,Monitor frontend layout #693,,,9,completed,50,,,,,,,,
DEPENDENCY,694,Dependency_694,,,9,in_progress,50,,finish_to_start,,,,,,
TASK,695,Validate payment flow #695,,,20,on_hold,50,,,,,,,,
TASK,696,Analyse authentication module #696,,,24,pending,50,,,,,,,,
TASK,697,Deploy frontend layout #697,,,30,on_hold,50,,,,,,,,
TASK,698,Optimise DB schema #698,,,19,in_progress,50,,,,,,,,
TASK,699,Optimise CI/CD pipeline #699,,,22,on_hold,50,,,,,,,,
TASK,700,Analyse notification service #700,,,17,completed,50,,,,,,,,
TASK,701,Monitor data export #701,,,29,in_progress,51,,,,,,,,
TASK,702,Integrate authentication module #702,,,24,completed,51,,,,,,,,
TASK,703,Migrate payment flow #703,,,30,in_progress,51,,,,,,,,
TASK,704,Audit notification service #704,,,21,pending,51,,,,,,,,
TASK,705,Review user profile #705,,,28,completed,51,,,,,,,,
TASK,706,Audit notification service #706,,,12,completed,51,,,,,,,,
TASK,707,Integrate email service #707,,,4,on_hold,51,,,,,,,,
MILESTONE,708,Milestone_708,,,5,pending,51,False,,,,,,,
TASK,709,Migrate REST API #709,,,28,on_hold,51,,,,,,,,
TASK,710,Document DB schema #710,,,28,in_progress,51,,,,,,,,
DEPENDENCY,711,Dependency_711,,,4,completed,51,,start_to_finish,,,,,,
TASK,712,Audit logging system #712,,,15,in_progress,51,,,,,,,,
TASK,713,Optimise authentication module #713,,,25,pending,51,,,,,,,,
TASK,714,Analyse authentication module #714,,,11,pending,51,,,,,,,,
MILESTONE,715,Milestone_715,,,3,in_progress,52,True,,,,,,,
TASK,716,Test search index #716,,,26,pending,52,,,,,,,,
DEPENDENCY,717,Dependency_717,,,7,on_hold,52,,start_to_finish,,,,,,
TASK,718,Integrate cache layer #718,,,1,pending,52,,,,,,,,
TASK,719,Optimise notification service #719,,,1,completed,52,,,,,,,,
TASK,720,Migrate CI/CD pipeline #720,,,1,pending,52,,,,,,,,
TASK,721,Review CI/CD pipeline #721,,,23,completed,52,,,,,,,,
TASK,722,Design cache layer #722,,,17,completed,52,,,,,,,,
DEPENDENCY,723,Dependency_723,,,1,completed,52,,finish_to_finish,,,,,,
TASK,724,Migrate admin panel #724,,,17,completed,52,,,,,,,,
TASK,725,Analyse authentication module #725,,,11,on_hold,52,,,,,,,,
TASK,726,Review authentication module #726,,,30,on_hold,52,,,,,,,,
MILESTONE,727,Milestone_727,,,2,in_progress,52,True,,,,,,,
TASK,728,Configure reporting module #728,,,6,pending,52,,,,,,,,
TASK,729,Analyse payment flow #729,,,2,on_hold,53,,,,,,,,
TASK,730,Deploy payment flow #730,,,18,pending,53,,,,,,,,
TASK,731,Implement data export #731,,,4,pending,53,,,,,,,,
MILESTONE,732,Milestone_732,,,1,on_hold,53,False,,,,,,,
TASK,733,Migrate frontend layout #733,,,16,in_progress,53,,,,,,,,
DEPENDENCY,734,Dependency_734,,,1,completed,53,,start_to_finish,,,,,,
TASK,735,Analyse reporting module #735,,,9,in_progress,53,,,,,,,,
TASK,736,Audit REST API #736,,,17,pending,53,,,,,,,,
TASK,737,Validate REST API #737,,,16,in_progress,53,,,,,,,,
TASK,738,Validate frontend layout #738,,,27,in_progress,53,,,,,,,,
TASK,739,Document frontend layout #739,,,6,pending,53,,,,,,,,
TASK,740,Audit CI/CD pipeline #740,,,23,on_hold,53,,,,,,,,
TASK,741,Implement DB schema #741,,,22,pending,53,,,,,,,,
TASK,742,Monitor admin panel #742,,,22,on_hold,53,,,,,,,,
DEPENDENCY,743,Dependency_743,,,2,pending,54,,finish_to_start,,,,,,
TASK,744,Analyse CI/CD pipeline #744,,,15,completed,54,,,,,,,,
TASK,745,Implement REST API #745,,,27,in_progress,54,,,,,,,,
TASK,746,Monitor frontend layout #746,,,12,completed,54,,,,,,,,
TASK,747,Design REST API #747,,,28,pending,54,,,,,,,,
MILESTONE,748,Milestone_748,,,2,in_progress,54,False,,,,,,,
TASK,749,Integrate admin panel #749,,,9,pending,54,,,,,,,,
TASK,750,Refactor authentication module #750,,,4,on_hold,54,,,,,,,,
TASK,751,Integrate frontend layout #751,,,27,on_hold,54,,,,,,,,
TASK,752,Integrate payment flow #752,,,14,in_progress,54,,,,,,,,
MILESTONE,753,Milestone_753,,,1,in_progress,54,True,,,,,,,
TASK,754,Configure search index #754,,,26,on_hold,54,,,,,,,,
DEPENDENCY,755,Dependency_755,,,7,completed,54,,finish_to_start,,,,,,
TASK,756,Audit email service #756,,,24,in_progress,54,,,,,,,,
TASK,757,Integrate REST API #757,,,29,on_hold,55,,,,,,,,
TASK,758,Design frontend layout #758,,,21,completed,55,,,,,,,,
MILESTONE,759,Milestone_759,,,5,in_progress,55,False,,,,,,,
TASK,760,Optimise user profile #760,,,20,pending,55,,,,,,,,
TASK,761,Optimise CI/CD pipeline #761,,,16,completed,55,,,,,,,,
TASK,762,Analyse cache layer #762,,,5,pending,55,,,,,,,,
MILESTONE,763,Milestone_763,,,2,on_hold,55,False,,,,,,,
TASK,764,Design payment flow #764,,,16,completed,55,,,,,,,,
TASK,765,Deploy DB schema #765,,,17,in_progress,55,,,,,,,,
TASK,766,Document cache layer #766,,,27,in_progress,55,,,,,,,,
MILESTONE,767,Milestone_767,,,4,on_hold,55,True,,,,,,,
TASK,768,Integrate notification service #768,,,4,on_hold,55,,,,,,,,
TASK,769,Implement REST API #769,,,13,on_hold,55,,,,,,,,
MILESTONE,770,Milestone_770,,,5,pending,55,True,,,,,,,
TASK,771,Configure data export #771,,,10,in_progress,56,,,,,,,,
TASK,772,Integrate notification service #772,,,12,pending,56,,,,,,,,
TASK,773,Monitor search index #773,,,11,on_hold,56,,,,,,,,
TASK,774,Refactor user profile #774,,,15,pending,56,,,,,,,,
MILESTONE,775,Milestone_775,,,2,pending,56,False,,,,,,,
TASK,776,Analyse payment flow #776,,,10,completed,56,,,,,,,,
TASK,777,Implement logging system #777,,,6,on_hold,56,,,,,,,,
DEPENDENCY,778,Dependency_778,,,7,pending,56,,finish_to_finish,,,,,,
TASK,779,Review REST API #779,,,30,on_hold,56,,,,,,,,
DEPENDENCY,780,Dependency_780,,,4,completed,56,,finish_to_start,,,,,,
TASK,781,Implement logging system #781,,,21,pending,56,,,,,,,,
TASK,782,Integrate search index #782,,,22,in_progress,56,,,,,,,,
TASK,783,Implement reporting module #783,,,24,pending,56,,,,,,,,
TASK,784,Document email service #784,,,19,on_hold,56,,,,,,,,
TASK,785,Validate logging system #785,,,30,in_progress,57,,,,,,,,
TASK,786,Test user profile #786,,,27,in_progress,57,,,,,,,,
MILESTONE,787,Milestone_787,,,5,completed,57,False,,,,,,,
TASK,788,Configure logging system #788,,,23,in_progress,57,,,,,,,,
TASK,789,Refactor frontend layout #789,,,15,in_progress,57,,,,,,,,
DEPENDENCY,790,Dependency_790,,,10,completed,57,,finish_to_finish,,,,,,
TASK,791,Audit reporting module #791,,,21,in_progress,57,,,,,,,,
DEPENDENCY,792,Dependency_792,,,10,completed,57,,finish_to_finish,,,,,,
TASK,793,Test user profile #793,,,21,in_progress,57,,,,,,,,
TASK,794,Optimise data export #794,,,11,pending,57,,,,,,,,
TASK,795,Migrate search index #795,,,19,on_hold,57,,,,,,,,
TASK,796,Audit email service #796,,,18,completed,57,,,,,,,,
TASK,797,Document payment flow #797,,,1,pending,57,,,,,,,,
MILESTONE,798,Milestone_798,,,2,pending,57,True,,,,,,,
DEPENDENCY,799,Dependency_799,,,3,completed,58,,finish_to_finish,,,,,,
DEPENDENCY,800,Dependency_800,,,1,completed,58,,start_to_start,,,,,,
TASK,801,Implement notification service #801,,,27,on_hold,58,,,,,,,,
MILESTONE,802,Milestone_802,,,5,in_progress,58,False,,,,,,,
TASK,803,Validate payment flow #803,,,26,completed,58,,,,,,,,
TASK,804,Implement logging system #804,,,13,on_hold,58,,,,,,,,
TASK,805,Validate data export #805,,,11,pending,58,,,,,,,,
MILESTONE,806,Milestone_806,,,3,in_progress,58,False,,,,,,,
TASK,807,Audit data export #807,,,23,completed,58,,,,,,,,
TASK,808,Migrate user profile #808,,,20,in_progress,58,,,,,,,,
TASK,809,Review frontend layout #809,,,15,in_progress,58,,,,,,,,
TASK,810,Design authentication module #810,,,6,pending,58,,,,,,,,
TASK,811,Document frontend layout #811,,,18,completed,58,,,,,,,,
DEPENDENCY,812,Dependency_812,,,10,completed,58,,finish_to_start,,,,,,
TASK,813,Optimise logging system #813,,,5,pending,59,,,,,,,,
DEPENDENCY,814,Dependency_814,,,6,pending,59,,finish_to_finish,,,,,,
TASK,815,Configure reporting module #815,,,12,pending,59,,,,,,,,
TASK,816,Refactor reporting module #816,,,8,in_progress,59,,,,,,,,
TASK,817,Validate reporting module #817,,,6,on_hold,59,,,,,,,,
TASK,818,Document REST API #818,,,12,in_progress,59,,,,,,,,
TASK,819,Analyse notification service #819,,,11,completed,59,,,,,,,,
TASK,820,Validate admin panel #820,,,17,on_hold,59,,,,,,,,
TASK,821,Monitor payment flow #821,,,21,pending,59,,,,,,,,
MILESTONE,822,Milestone_822,,,3,on_hold,59,True,,,,,,,
TASK,823,Configure logging system #823,,,20,in_progress,59,,,,,,,,
TASK,824,Analyse logging system #824,,,11,on_hold,59,,,,,,,,
TASK,825,Design cache layer #825,,,9,completed,59,,,,,,,,
MILESTONE,826,Milestone_826,,,5,completed,59,False,,,,,,,
TASK,827,Deploy logging system #827,,,21,in_progress,60,,,,,,,,
TASK,828,Design REST API #828,,,6,pending,60,,,,,,,,
TASK,829,Review data export #829,,,21,in_progress,60,,,,,,,,
TASK,830,Document email service #830,,,4,in_progress,60,,,,,,,,
TASK,831,Optimise logging system #831,,,24,on_hold,60,,,,,,,,
TASK,832,Design user profile #832,,,22,in_progress,60,,,,,,,,
MILESTONE,833,Milestone_833,,,3,pending,60,True,,,,,,,
MILESTONE,834,Milestone_834,,,2,completed,60,True,,,,,,,
TASK,835,Review logging system #835,,,9,on_hold,60,,,,,,,,
TASK,836,Analyse cache layer #836,,,14,completed,60,,,,,,,,
MILESTONE,837,Milestone_837,,,1,pending,60,True,,,,,,,
TASK,838,Configure DB schema #838,,,23,pending,60,,,,,,,,
TASK,839,Migrate REST API #839,,,10,completed,60,,,,,,,,
TASK,840,Deploy payment flow #840,,,30,on_hold,60,,,,,,,,
ASSIGNMENT,,,,,,,,,,,,,,1,102
